attack,base_total,capture_rate,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,trainer_id,id
150,770,3,90,1250000,4.5,100,Kyogre,,382,180,160,90,water,,352,3,1,196,3380
180,770,3,160,1250000,3.5,100,Groudon,,383,150,90,90,ground,,950,3,1,956,3381
180,780,45,100,1250000,7,105,Rayquaza,,384,180,100,115,dragon,flying,206.5,3,1,938,3382
100,600,3,100,1250000,0.3,100,Jirachi,,385,100,100,100,steel,psychic,1.1,3,1,187,3383
95,600,3,90,1250000,1.7,50,Deoxys,,386,95,90,180,psychic,,60.8,3,1,523,3384
68,318,45,64,1059860,0.4,55,Turtwig,88.1,387,45,55,31,grass,,10.2,4,0,1085,3385
89,405,45,85,1059860,1.1,75,Grotle,88.1,388,55,65,36,grass,,97,4,0,1228,3386
109,525,45,105,1059860,2.2,95,Torterra,88.1,389,75,85,56,grass,ground,310,4,0,1051,3387
58,309,45,44,1059860,0.5,44,Chimchar,88.1,390,58,44,61,fire,,6.2,4,0,665,3388
78,405,45,52,1059860,0.9,64,Monferno,88.1,391,78,52,81,fire,fighting,22,4,0,955,3389
104,534,45,71,1059860,1.2,76,Infernape,88.1,392,104,71,108,fire,fighting,55,4,0,1217,3390
51,314,45,53,1059860,0.4,53,Piplup,88.1,393,61,56,40,water,,5.2,4,0,823,3391
66,405,45,68,1059860,0.8,64,Prinplup,88.1,394,81,76,50,water,,23,4,0,899,3392
86,530,45,88,1059860,1.7,84,Empoleon,88.1,395,111,101,60,water,steel,84.5,4,0,1193,3393
55,245,255,30,1059860,0.3,40,Starly,50,396,30,30,60,normal,flying,2,4,0,956,3394
75,340,120,50,1059860,0.6,55,Staravia,50,397,40,40,80,normal,flying,15.5,4,0,451,3395
120,485,45,70,1059860,1.2,85,Staraptor,50,398,50,60,100,normal,flying,24.9,4,0,596,3396
45,250,255,40,1000000,0.5,59,Bidoof,50,399,35,40,31,normal,,20,4,0,37,3397
85,410,127,60,1000000,1,79,Bibarel,50,400,55,60,71,normal,water,31.5,4,0,603,3398
25,194,255,41,1059860,0.3,37,Kricketot,50,401,25,41,25,bug,,2.2,4,0,687,3399
85,384,45,51,1059860,1,77,Kricketune,50,402,55,51,65,bug,,25.5,4,0,120,3400
65,263,235,34,1059860,0.5,45,Shinx,50,403,40,34,45,electric,,9.5,4,0,560,3401
85,363,120,49,1059860,0.9,60,Luxio,50,404,60,49,60,electric,,30.5,4,0,715,3402
120,523,45,79,1059860,1.4,80,Luxray,50,405,95,79,70,electric,,42,4,0,950,3403
30,280,255,35,1059860,0.2,40,Budew,50,406,50,70,55,grass,poison,1.2,4,0,53,3404
70,515,75,65,1059860,0.9,60,Roserade,50,407,125,105,90,grass,poison,14.5,4,0,559,3405
125,350,45,40,600000,0.9,67,Cranidos,88.1,408,30,30,58,rock,,31.5,4,0,623,3406
165,495,45,60,600000,1.6,97,Rampardos,88.1,409,65,50,58,rock,,102.5,4,0,512,3407
42,350,45,118,600000,0.5,30,Shieldon,88.1,410,42,88,30,rock,steel,57,4,0,1144,3408
52,495,45,168,600000,1.3,60,Bastiodon,88.1,411,47,138,30,rock,steel,149.5,4,0,1096,3409
29,224,120,45,1000000,0.2,40,Burmy,50,412,29,45,36,bug,,3.4,4,0,941,3410
69,424,45,95,1000000,0.5,60,Wormadam,0,413,69,95,36,bug,grass,6.5,4,0,819,3411
94,424,45,50,1000000,0.9,70,Mothim,100,414,94,50,66,bug,flying,23.3,4,0,1109,3412
30,244,120,42,1059860,0.3,30,Combee,88.1,415,30,42,70,bug,flying,5.5,4,0,865,3413
80,474,45,102,1059860,1.2,70,Vespiquen,0,416,80,102,40,bug,flying,38.5,4,0,649,3414
45,405,200,70,1000000,0.4,60,Pachirisu,50,417,45,90,95,electric,,3.9,4,0,329,3415
65,330,190,35,1000000,0.7,55,Buizel,50,418,60,30,85,water,,29.5,4,0,911,3416
105,495,75,55,1000000,1.1,85,Floatzel,50,419,85,50,115,water,,33.5,4,0,590,3417
35,275,190,45,1000000,0.4,45,Cherubi,50,420,62,53,35,grass,,3.3,4,0,221,3418
60,450,75,70,1000000,0.5,70,Cherrim,50,421,87,78,85,grass,,9.3,4,0,197,3419
48,325,190,48,1000000,0.3,76,Shellos,50,422,57,62,34,water,,6.3,4,0,240,3420
83,475,75,68,1000000,0.9,111,Gastrodon,50,423,92,82,39,water,ground,29.9,4,0,1328,3421
100,482,45,66,800000,1.2,75,Ambipom,50,424,60,66,115,normal,,20.3,4,0,1105,3422
50,348,125,34,1640000,0.4,90,Drifloon,50,425,60,44,70,ghost,flying,1.2,4,0,9,3423
80,498,60,44,1640000,1.2,150,Drifblim,50,426,90,54,80,ghost,flying,15,4,0,912,3424
66,350,190,44,1000000,0.4,55,Buneary,50,427,44,56,85,normal,,5.5,4,0,566,3425
136,580,60,94,1000000,1.2,65,Lopunny,50,428,54,96,135,normal,,33.3,4,0,591,3426
60,495,45,60,800000,0.9,60,Mismagius,50,429,105,105,105,ghost,,4.4,4,0,839,3427
125,505,30,52,1059860,0.9,100,Honchkrow,50,430,105,52,71,dark,flying,27.3,4,0,1025,3428
55,310,190,42,800000,0.5,49,Glameow,24.6,431,42,37,85,normal,,3.9,4,0,901,3429
82,452,75,64,800000,1,71,Purugly,24.6,432,64,59,112,normal,,43.8,4,0,1110,3430
30,285,120,50,800000,0.2,45,Chingling,50,433,65,50,45,psychic,,0.6,4,0,905,3431
63,329,225,47,1000000,0.4,63,Stunky,50,434,41,41,74,poison,dark,19.2,4,0,171,3432
93,479,60,67,1000000,1,103,Skuntank,50,435,71,61,84,poison,dark,38,4,0,1014,3433
24,300,255,86,1000000,0.5,57,Bronzor,,436,24,86,23,steel,psychic,60.5,4,0,20,3434
89,500,90,116,1000000,1.3,67,Bronzong,,437,79,116,33,steel,psychic,187,4,0,857,3435
80,290,255,95,1000000,0.5,50,Bonsly,50,438,10,45,10,rock,,15,4,0,1178,3436
25,310,145,45,1000000,0.6,20,Mime Jr.,50,439,70,90,60,psychic,fairy,13,4,0,743,3437
5,220,130,5,800000,0.6,100,Happiny,0,440,15,65,30,normal,,24.4,4,0,504,3438
65,411,30,45,1059860,0.5,76,Chatot,50,441,92,42,91,normal,flying,1.9,4,0,170,3439
92,485,100,108,1000000,1,50,Spiritomb,50,442,92,108,35,ghost,dark,108,4,0,340,3440
70,300,45,45,1250000,0.7,58,Gible,50,443,40,45,42,dragon,ground,20.5,4,0,759,3441
90,410,45,65,1250000,1.4,68,Gabite,50,444,50,55,82,dragon,ground,56,4,0,191,3442
170,700,45,115,1250000,1.9,108,Garchomp,50,445,120,95,92,dragon,ground,95,4,0,967,3443
85,390,50,40,1250000,0.6,135,Munchlax,88.1,446,40,85,5,normal,,105,4,0,518,3444
70,285,75,40,1059860,0.7,40,Riolu,88.1,447,35,40,60,fighting,,20.2,4,0,1069,3445
145,625,45,88,1059860,1.2,70,Lucario,88.1,448,140,70,112,fighting,steel,54,4,0,473,3446
72,330,140,78,1250000,0.8,68,Hippopotas,50,449,38,42,32,ground,,49.5,4,0,428,3447
112,525,60,118,1250000,2,108,Hippowdon,50,450,68,72,47,ground,,300,4,0,877,3448
50,330,120,90,1250000,0.8,40,Skorupi,50,451,30,55,65,poison,bug,12,4,0,1130,3449
90,500,45,110,1250000,1.3,70,Drapion,50,452,60,75,95,poison,dark,61.5,4,0,604,3450
61,300,140,40,1000000,0.7,48,Croagunk,50,453,61,40,50,poison,fighting,23,4,0,272,3451
106,490,75,65,1000000,1.3,83,Toxicroak,50,454,86,65,85,poison,fighting,44.4,4,0,622,3452
100,454,200,72,1250000,1.4,74,Carnivine,50,455,90,72,46,grass,,27,4,0,463,3453
49,330,190,56,600000,0.4,49,Finneon,50,456,49,61,66,water,,7,4,0,1326,3454
69,460,75,76,600000,1.2,69,Lumineon,50,457,69,86,91,water,,24,4,0,301,3455
20,345,25,50,1250000,1,45,Mantyke,50,458,60,120,50,water,flying,65,4,0,1289,3456
62,334,120,50,1250000,1,60,Snover,50,459,62,60,40,grass,ice,50.5,4,0,281,3457
132,594,60,105,1250000,2.2,90,Abomasnow,50,460,132,105,30,grass,ice,135.5,4,0,1099,3458
120,510,45,65,1059860,1.1,70,Weavile,50,461,45,85,125,dark,ice,34,4,0,80,3459
70,535,30,115,1000000,1.2,70,Magnezone,,462,130,90,60,electric,steel,180,4,0,651,3460
85,515,30,95,1000000,1.7,110,Lickilicky,50,463,80,95,50,normal,,140,4,0,496,3461
140,535,30,130,1250000,2.4,115,Rhyperior,50,464,55,55,40,ground,rock,282.8,4,0,344,3462
100,535,30,125,1000000,2,100,Tangrowth,50,465,110,50,50,grass,,128.6,4,0,1191,3463
123,540,30,67,1000000,1.8,75,Electivire,75.4,466,95,85,95,electric,,138.6,4,0,1109,3464
95,540,30,67,1000000,1.6,75,Magmortar,75.4,467,125,95,83,fire,,68,4,0,558,3465
50,545,30,95,800000,1.5,85,Togekiss,88.1,468,120,115,80,fairy,flying,38,4,0,520,3466
76,515,30,86,1000000,1.9,86,Yanmega,50,469,116,56,95,bug,flying,51.5,4,0,1167,3467
110,525,45,130,1000000,1,65,Leafeon,88.1,470,60,65,95,grass,,25.5,4,0,874,3468
60,525,45,110,1000000,0.8,65,Glaceon,88.1,471,130,95,65,ice,,25.9,4,0,146,3469
95,510,30,125,1059860,2,75,Gliscor,50,472,45,75,95,ground,flying,42.5,4,0,964,3470
130,530,50,80,1250000,2.5,110,Mamoswine,50,473,70,60,80,ice,ground,291,4,0,477,3471
80,535,30,70,1000000,0.9,85,Porygon-Z,,474,135,75,90,normal,,34,4,0,562,3472
165,618,45,95,1250000,1.6,68,Gallade,100,475,65,115,110,psychic,fighting,52,4,0,886,3473
55,525,60,145,1000000,1.4,60,Probopass,50,476,75,150,40,rock,steel,340,4,0,932,3474
100,525,45,135,800000,2.2,45,Dusknoir,50,477,65,135,45,ghost,,106.6,4,0,261,3475
80,480,75,70,1000000,1.3,70,Froslass,0,478,80,70,110,ice,ghost,26.6,4,0,320,3476
65,520,45,107,1000000,0.3,50,Rotom,,479,105,107,86,electric,ghost,0.3,4,0,940,3477
75,580,3,130,1250000,0.3,75,Uxie,,480,75,130,95,psychic,,0.3,4,1,773,3478
105,580,3,105,1250000,0.3,80,Mesprit,,481,105,105,80,psychic,,0.3,4,1,512,3479
125,580,3,70,1250000,0.3,75,Azelf,,482,125,70,115,psychic,,0.3,4,1,1272,3480
120,680,3,120,1250000,5.4,100,Dialga,,483,150,100,90,steel,dragon,683,4,1,1255,3481
120,680,3,100,1250000,4.2,90,Palkia,,484,150,120,100,water,dragon,336,4,1,423,3482
90,600,3,106,1250000,1.7,91,Heatran,50,485,130,106,77,fire,steel,430,4,1,1256,3483
160,670,3,110,1250000,3.7,110,Regigigas,,486,80,110,100,normal,,420,4,1,768,3484
120,680,3,100,1250000,4.5,150,Giratina,,487,120,100,90,ghost,dragon,750,4,1,1273,3485
70,600,3,120,1250000,1.5,120,Cresselia,0,488,75,130,85,psychic,,85.6,4,1,999,3486
80,480,30,80,1250000,0.4,80,Phione,,489,80,80,80,water,,3.1,4,0,260,3487
100,600,3,100,1250000,0.3,100,Manaphy,,490,100,100,100,water,,1.4,4,1,1278,3488
90,600,3,90,1250000,1.5,70,Darkrai,,491,135,90,125,dark,,50.5,4,1,1298,3489
103,600,45,75,1059860,0.2,100,Shaymin,,492,120,75,127,grass,grass,2.1,4,1,628,3490
120,720,3,120,1250000,3.2,120,Arceus,,493,120,120,120,normal,,320,4,1,790,3491
100,600,3,100,1250000,0.4,100,Victini,,494,100,100,100,psychic,fire,4,5,1,155,3492
45,308,45,55,1059860,0.6,45,Snivy,88.1,495,45,55,63,grass,,8.1,5,0,165,3493
60,413,45,75,1059860,0.8,60,Servine,88.1,496,60,75,83,grass,,16,5,0,298,3494
75,528,45,95,1059860,3.3,75,Serperior,88.1,497,75,95,113,grass,,63,5,0,928,3495
63,308,45,45,1059860,0.5,65,Tepig,88.1,498,45,45,45,fire,,9.9,5,0,409,3496
93,418,45,55,1059860,1,90,Pignite,88.1,499,70,55,55,fire,fighting,55.5,5,0,661,3497
123,528,45,65,1059860,1.6,110,Emboar,88.1,500,100,65,65,fire,fighting,150,5,0,626,3498
55,308,45,45,1059860,0.5,55,Oshawott,88.1,501,63,45,45,water,,5.9,5,0,472,3499
75,413,45,60,1059860,0.8,75,Dewott,88.1,502,83,60,60,water,,24.5,5,0,299,3500
100,528,45,85,1059860,1.5,95,Samurott,88.1,503,108,70,70,water,,94.6,5,0,275,3501
55,255,255,39,1000000,0.5,45,Patrat,50,504,35,39,42,normal,,11.6,5,0,146,3502
85,420,255,69,1000000,1.1,60,Watchog,50,505,60,69,77,normal,,27,5,0,1157,3503
60,275,255,45,1059860,0.4,45,Lillipup,50,506,25,45,55,normal,,4.1,5,0,290,3504
80,370,120,65,1059860,0.9,65,Herdier,50,507,35,65,60,normal,,14.7,5,0,1208,3505
110,500,45,90,1059860,1.2,85,Stoutland,50,508,45,90,80,normal,,61,5,0,14,3506
50,281,255,37,1000000,0.4,41,Purrloin,50,509,50,37,66,dark,,10.1,5,0,723,3507
88,446,90,50,1000000,1.1,64,Liepard,50,510,88,50,106,dark,,37.5,5,0,686,3508
53,316,190,48,1000000,0.6,50,Pansage,88.1,511,53,48,64,grass,,10.5,5,0,347,3509
98,498,75,63,1000000,1.1,75,Simisage,88.1,512,98,63,101,grass,,30.5,5,0,13,3510
53,316,190,48,1000000,0.6,50,Pansear,88.1,513,53,48,64,fire,,11,5,0,405,3511
98,498,75,63,1000000,1,75,Simisear,88.1,514,98,63,101,fire,,28,5,0,962,3512
53,316,190,48,1000000,0.6,50,Panpour,88.1,515,53,48,64,water,,13.5,5,0,703,3513
98,498,75,63,1000000,1,75,Simipour,88.1,516,98,63,101,water,,29,5,0,862,3514
25,292,190,45,800000,0.6,76,Munna,50,517,67,55,24,psychic,,23.3,5,0,1077,3515
55,487,75,85,800000,1.1,116,Musharna,50,518,107,95,29,psychic,,60.5,5,0,1176,3516
55,264,255,50,1059860,0.3,50,Pidove,50,519,36,30,43,normal,flying,2.1,5,0,1014,3517
77,358,120,62,1059860,0.6,62,Tranquill,50,520,50,42,65,normal,flying,15,5,0,929,3518
115,488,45,80,1059860,1.2,80,Unfezant,50,521,65,55,93,normal,flying,29,5,0,127,3519
60,295,190,32,1000000,0.8,45,Blitzle,50,522,50,32,76,electric,,29.8,5,0,453,3520
100,497,75,63,1000000,1.6,75,Zebstrika,50,523,80,63,116,electric,,79.5,5,0,79,3521
75,280,255,85,1059860,0.4,55,Roggenrola,50,524,25,25,15,rock,,18,5,0,1254,3522
105,390,120,105,1059860,0.9,70,Boldore,50,525,50,40,20,rock,,102,5,0,42,3523
135,515,45,130,1059860,1.7,85,Gigalith,50,526,60,80,25,rock,,260,5,0,780,3524
45,323,190,43,1000000,0.4,65,Woobat,50,527,55,43,72,psychic,flying,2.1,5,0,77,3525
57,425,45,55,1000000,0.9,67,Swoobat,50,528,77,55,114,psychic,flying,10.5,5,0,314,3526
85,328,120,40,1000000,0.3,60,Drilbur,50,529,30,45,68,ground,,8.5,5,0,671,3527
135,508,60,60,1000000,0.7,110,Excadrill,50,530,50,65,88,ground,steel,40.4,5,0,1298,3528
60,545,255,126,800000,1.1,103,Audino,50,531,80,126,50,normal,,31,5,0,1240,3529
80,305,180,55,1059860,0.6,75,Timburr,75.4,532,25,35,35,fighting,,12.5,5,0,229,3530
105,405,90,85,1059860,1.2,85,Gurdurr,75.4,533,40,50,40,fighting,,40,5,0,1313,3531
140,505,45,95,1059860,1.4,105,Conkeldurr,75.4,534,55,65,45,fighting,,87,5,0,1309,3532
50,294,255,40,1059860,0.5,50,Tympole,50,535,50,40,64,water,,4.5,5,0,525,3533
65,384,120,55,1059860,0.8,75,Palpitoad,50,536,65,55,69,water,ground,17,5,0,7,3534
95,509,45,75,1059860,1.5,105,Seismitoad,50,537,85,75,74,water,ground,62,5,0,196,3535
100,465,45,85,1000000,1.3,120,Throh,100,538,30,85,45,fighting,,55.5,5,0,262,3536
125,465,45,75,1000000,1.4,75,Sawk,100,539,30,75,85,fighting,,51,5,0,776,3537
53,310,255,70,1059860,0.3,45,Sewaddle,50,540,40,60,42,bug,grass,2.5,5,0,784,3538
63,380,120,90,1059860,0.5,55,Swadloon,50,541,50,80,42,bug,grass,7.3,5,0,28,3539
103,500,45,80,1059860,1.2,75,Leavanny,50,542,70,80,92,bug,grass,20.5,5,0,1041,3540
45,260,255,59,1059860,0.4,30,Venipede,50,543,30,39,57,bug,poison,5.3,5,0,65,3541
55,360,120,99,1059860,1.2,40,Whirlipede,50,544,40,79,47,bug,poison,58.5,5,0,350,3542
100,485,45,89,1059860,2.5,60,Scolipede,50,545,55,69,112,bug,poison,200.5,5,0,897,3543
27,280,190,60,1000000,0.3,40,Cottonee,50,546,37,50,66,grass,fairy,0.6,5,0,688,3544
67,480,75,85,1000000,0.7,60,Whimsicott,50,547,77,75,116,grass,fairy,6.6,5,0,13,3545
35,280,190,50,1000000,0.5,45,Petilil,0,548,70,50,30,grass,,6.6,5,0,679,3546
60,480,75,75,1000000,1.1,70,Lilligant,0,549,110,75,90,grass,,16.3,5,0,671,3547
92,460,25,65,1000000,1,70,Basculin,50,550,80,55,98,water,,18,5,0,1266,3548
72,292,180,35,1059860,0.7,50,Sandile,50,551,35,35,65,ground,dark,15.2,5,0,799,3549
82,351,90,45,1059860,1,60,Krokorok,50,552,45,45,74,ground,dark,33.4,5,0,253,3550
117,519,45,80,1059860,1.5,95,Krookodile,50,553,65,70,92,ground,dark,96.3,5,0,84,3551
90,315,120,45,1059860,0.6,70,Darumaka,50,554,15,45,50,fire,,37.5,5,0,323,3552
30,540,60,105,1059860,1.3,105,Darmanitan,50,555,140,105,55,fire,fire,92.9,5,0,1321,3553
86,461,255,67,1000000,1,75,Maractus,50,556,106,67,60,grass,,28,5,0,1170,3554
65,325,190,85,1000000,0.3,50,Dwebble,50,557,35,35,55,bug,rock,14.5,5,0,868,3555
105,485,75,125,1000000,1.4,70,Crustle,50,558,65,75,45,bug,rock,200,5,0,797,3556
75,348,180,70,1000000,0.6,50,Scraggy,50,559,35,70,48,dark,fighting,11.8,5,0,460,3557
90,488,90,115,1000000,1.1,65,Scrafty,50,560,45,115,58,dark,fighting,30,5,0,833,3558
58,490,45,80,1000000,1.4,72,Sigilyph,50,561,103,80,97,psychic,flying,14,5,0,151,3559
30,303,190,85,1000000,0.5,38,Yamask,50,562,55,65,30,ghost,,1.5,5,0,71,3560
50,483,90,145,1000000,1.7,58,Cofagrigus,50,563,95,105,30,ghost,,76.5,5,0,1101,3561
78,355,45,103,1000000,0.7,54,Tirtouga,88.1,564,53,45,22,water,rock,16.5,5,0,1332,3562
108,495,45,133,1000000,1.2,74,Carracosta,88.1,565,83,65,32,water,rock,81,5,0,27,3563
112,401,45,45,1000000,0.5,55,Archen,88.1,566,74,45,70,rock,flying,9.5,5,0,655,3564
140,567,45,65,1000000,1.4,75,Archeops,88.1,567,112,65,110,rock,flying,32,5,0,505,3565
50,329,190,62,1000000,0.6,50,Trubbish,50,568,40,62,65,poison,,31,5,0,1129,3566
95,474,60,82,1000000,1.9,80,Garbodor,50,569,60,82,75,poison,,107.3,5,0,950,3567
65,330,75,40,1059860,0.7,40,Zorua,88.1,570,80,40,65,dark,,12.5,5,0,566,3568
105,510,45,60,1059860,1.6,60,Zoroark,88.1,571,120,60,105,dark,,81.1,5,0,831,3569
50,300,255,40,800000,0.4,55,Minccino,24.6,572,40,40,75,normal,,5.8,5,0,758,3570
95,470,60,60,800000,0.5,75,Cinccino,24.6,573,65,60,115,normal,,7.5,5,0,1163,3571
30,290,200,50,1059860,0.4,45,Gothita,24.6,574,55,65,45,psychic,,5.8,5,0,42,3572
45,390,100,70,1059860,0.7,60,Gothorita,24.6,575,75,85,55,psychic,,18,5,0,1171,3573
55,490,50,95,1059860,1.5,70,Gothitelle,24.6,576,95,110,65,psychic,,44,5,0,197,3574
30,290,200,40,1059860,0.3,45,Solosis,50,577,105,50,20,psychic,,1,5,0,1246,3575
40,370,100,50,1059860,0.6,65,Duosion,50,578,125,60,30,psychic,,8,5,0,575,3576
65,490,50,75,1059860,1,110,Reuniclus,50,579,125,85,30,psychic,,20.1,5,0,467,3577
44,305,190,50,1000000,0.5,62,Ducklett,50,580,44,50,55,water,flying,5.5,5,0,344,3578
87,473,45,63,1000000,1.3,75,Swanna,50,581,87,63,98,water,flying,24.2,5,0,21,3579
50,305,255,50,1250000,0.4,36,Vanillite,50,582,65,60,44,ice,,5.7,5,0,1114,3580
65,395,120,65,1250000,1.1,51,Vanillish,50,583,80,75,59,ice,,41,5,0,733,3581
95,535,45,85,1250000,1.3,71,Vanilluxe,50,584,110,95,79,ice,,57.5,5,0,119,3582
60,335,190,50,1000000,0.6,60,Deerling,50,585,40,50,75,normal,grass,19.5,5,0,168,3583
100,475,75,70,1000000,1.9,80,Sawsbuck,50,586,60,70,95,normal,grass,92.5,5,0,917,3584
75,428,200,60,1000000,0.4,55,Emolga,50,587,75,60,103,electric,flying,5,5,0,267,3585
75,315,200,45,1000000,0.5,50,Karrablast,50,588,40,45,60,bug,,5.9,5,0,566,3586
135,495,75,105,1000000,1,70,Escavalier,50,589,60,105,20,bug,steel,33,5,0,18,3587
55,294,190,45,1000000,0.2,69,Foongus,50,590,55,55,15,grass,poison,1,5,0,325,3588
85,464,75,70,1000000,0.6,114,Amoonguss,50,591,85,80,30,grass,poison,10.5,5,0,499,3589
40,335,190,50,1000000,1.2,55,Frillish,50,592,65,85,40,water,ghost,33,5,0,807,3590
60,480,60,70,1000000,2.2,100,Jellicent,50,593,85,105,60,water,ghost,135,5,0,621,3591
75,470,75,80,800000,1.2,165,Alomomola,50,594,40,45,65,water,,31.6,5,0,482,3592
47,319,190,50,1000000,0.1,50,Joltik,50,595,57,50,65,bug,electric,0.6,5,0,61,3593
77,472,75,60,1000000,0.8,70,Galvantula,50,596,97,60,108,bug,electric,14.3,5,0,978,3594
50,305,255,91,1000000,0.6,44,Ferroseed,50,597,24,86,10,grass,steel,18.8,5,0,1004,3595
94,489,90,131,1000000,1,74,Ferrothorn,50,598,54,116,20,grass,steel,110,5,0,579,3596
55,300,130,70,1059860,0.3,40,Klink,,599,45,60,30,steel,,21,5,0,22,3597
80,440,60,95,1059860,0.6,60,Klang,,600,70,85,50,steel,,51,5,0,543,3598
100,520,30,115,1059860,0.6,60,Klinklang,,601,70,85,90,steel,,81,5,0,874,3599
55,275,190,40,1250000,0.2,35,Tynamo,50,602,45,40,60,electric,,0.3,5,0,739,3600
85,405,60,70,1250000,1.2,65,Eelektrik,50,603,75,70,40,electric,,22,5,0,1319,3601
115,515,30,80,1250000,2.1,85,Eelektross,50,604,105,80,50,electric,,80.5,5,0,1014,3602
55,335,255,55,1000000,0.5,55,Elgyem,50,605,85,55,30,psychic,,9,5,0,1028,3603
75,485,90,75,1000000,1,75,Beheeyem,50,606,125,95,40,psychic,,34.5,5,0,1231,3604
30,275,190,55,1059860,0.3,50,Litwick,50,607,65,55,20,ghost,fire,3.1,5,0,771,3605
40,370,90,60,1059860,0.6,60,Lampent,50,608,95,60,55,ghost,fire,13,5,0,486,3606
55,520,45,90,1059860,1,60,Chandelure,50,609,145,90,80,ghost,fire,34.3,5,0,1023,3607
87,320,75,60,1250000,0.6,46,Axew,50,610,30,40,57,dragon,,18,5,0,655,3608
117,410,60,70,1250000,1,66,Fraxure,50,611,40,50,67,dragon,,36,5,0,358,3609
147,540,45,90,1250000,1.8,76,Haxorus,50,612,60,70,97,dragon,,105.5,5,0,1153,3610
70,305,120,40,1000000,0.5,55,Cubchoo,50,613,60,40,40,ice,,8.5,5,0,1212,3611
130,505,60,80,1000000,2.6,95,Beartic,50,614,70,80,50,ice,,260,5,0,840,3612
50,515,25,50,1000000,1.1,80,Cryogonal,,615,95,135,105,ice,,148,5,0,741,3613
40,305,200,85,1000000,0.4,50,Shelmet,50,616,40,65,25,bug,,7.7,5,0,1005,3614
70,495,75,40,1000000,0.8,80,Accelgor,50,617,100,60,145,bug,,25.3,5,0,535,3615
66,471,75,84,1000000,0.7,109,Stunfisk,50,618,81,99,32,ground,electric,11,5,0,389,3616
85,350,180,50,1059860,0.9,45,Mienfoo,50,619,55,50,65,fighting,,20,5,0,110,3617
125,510,45,60,1059860,1.4,65,Mienshao,50,620,95,60,105,fighting,,35.5,5,0,1171,3618
120,485,45,90,1000000,1.6,77,Druddigon,50,621,60,90,48,dragon,,139,5,0,129,3619
74,303,190,50,1000000,1,59,Golett,,622,35,50,35,ground,ghost,92,5,0,1144,3620
124,483,90,80,1000000,2.8,89,Golurk,,623,55,80,55,ground,ghost,330,5,0,252,3621
85,340,120,70,1000000,0.5,45,Pawniard,50,624,40,40,60,dark,steel,10.2,5,0,784,3622
125,490,45,100,1000000,1.6,65,Bisharp,50,625,60,70,70,dark,steel,70,5,0,851,3623
110,490,45,95,1000000,1.6,95,Bouffalant,50,626,40,95,55,normal,,94.6,5,0,388,3624
83,350,190,50,1250000,0.5,70,Rufflet,100,627,37,50,60,normal,flying,10.5,5,0,56,3625
123,510,60,75,1250000,1.5,100,Braviary,100,628,57,75,80,normal,flying,41,5,0,568,3626
55,370,190,75,1250000,0.5,70,Vullaby,0,629,45,65,60,dark,flying,9,5,0,527,3627
65,510,60,105,1250000,1.2,110,Mandibuzz,0,630,55,95,80,dark,flying,39.5,5,0,1018,3628
97,484,90,66,1000000,1.4,85,Heatmor,50,631,105,66,65,fire,,58,5,0,742,3629
109,484,90,112,1000000,0.3,58,Durant,50,632,48,48,109,bug,steel,33,5,0,586,3630
65,300,45,50,1250000,0.8,52,Deino,50,633,45,50,38,dark,dragon,17.3,5,0,632,3631
85,420,45,70,1250000,1.4,72,Zweilous,50,634,65,70,58,dark,dragon,50,5,0,208,3632
105,600,45,90,1250000,1.8,92,Hydreigon,50,635,125,90,98,dark,dragon,160,5,0,419,3633
85,360,45,55,1250000,1.1,55,Larvesta,50,636,50,55,60,bug,fire,28.8,5,0,1223,3634
60,550,15,65,1250000,1.6,85,Volcarona,50,637,135,105,100,bug,fire,46,5,0,759,3635
90,580,3,129,1250000,2.1,91,Cobalion,,638,90,72,108,steel,fighting,250,5,1,310,3636
129,580,3,90,1250000,1.9,91,Terrakion,,639,72,90,108,rock,fighting,260,5,1,90,3637
90,580,3,72,1250000,2,91,Virizion,,640,90,129,108,grass,fighting,200,5,1,565,3638
100,580,3,80,1250000,1.5,79,Tornadus,100,641,110,90,121,flying,,63,5,1,956,3639
105,580,3,70,1250000,1.5,79,Thundurus,100,642,145,80,101,electric,flying,61,5,1,378,3640
120,680,3,100,1250000,3.2,100,Reshiram,,643,150,120,90,dragon,fire,330,5,1,950,3641
150,680,3,120,1250000,2.9,100,Zekrom,,644,120,100,90,dragon,electric,345,5,1,670,3642
145,600,3,90,1250000,1.5,89,Landorus,100,645,105,80,91,ground,flying,68,5,1,1127,3643
120,700,3,90,1250000,3,125,Kyurem,,646,170,100,95,dragon,ice,325,5,1,333,3644
72,580,3,90,1250000,1.4,91,Keldeo,,647,129,90,108,water,fighting,48.5,5,1,380,3645
128,600,3,90,1250000,0.6,100,Meloetta,,648,77,77,128,normal,psychic,6.5,5,1,376,3646
120,600,3,95,1250000,1.5,71,Genesect,,649,120,95,99,bug,steel,82.5,5,1,710,3647
61,313,45,65,1059860,0.4,56,Chespin,88.1,650,48,45,38,grass,,9,6,0,295,3648
78,405,45,95,1059860,0.7,61,Quilladin,88.1,651,56,58,57,grass,,29,6,0,330,3649
107,530,45,122,1059860,1.6,88,Chesnaught,88.1,652,74,75,64,grass,fighting,90,6,0,773,3650
